Step,Action,Reasoning,Observation,Reward,Done
10,north,"I hit a wall again. I should explore the dark area to the north.
ACTION: north","message:


language observation:
horizontal wall near southwest
tame little dog near west
dark area very near northeast, east, southeast, and south
doorway very near southwest and west
dark area adjacent north and northwest

cursor:
Yourself a caveman
(x=22, y=16)

map:
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
           ---- -----                                                           
           |........|  ##                                                       
           |.......d.#@#                                                        
           |........|####                                                       
           |.........#                                                          
           ----------                                                           
                                                                                
                                                                                
Agent the Troglodyte           St:18/02 Dx:16 Co:14 In:8 Wi:9 Ch:8 Lawful S:0   
Dlvl:1 $:0 HP:18(18) Pw:1(1) AC:8 Xp:1/0 T:9                                    

",0.0,False
11,north,"I should explore the dark area to the north to find more items and monsters.
ACTION: north","message:
It's solid stone.

language observation:
horizontal wall near southwest
tame little dog near west
dark area very near northeast, east, southeast, and south
doorway very near southwest and west
dark area adjacent north and northwest

cursor:
Yourself a caveman
(x=22, y=16)

map:
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
           ---- -----                                                           
           |........|  ##                                                       
           |.......d.#@#                                                        
           |........|####                                                       
           |.........#                                                          
           ----------                                                           
                                                                                
                                                                                
Agent the Troglodyte           St:18/02 Dx:16 Co:14 In:8 Wi:9 Ch:8 Lawful S:0   
Dlvl:1 $:0 HP:18(18) Pw:1(1) AC:8 Xp:1/0 T:9                                    

",0.0,False
12,west,"I hit a wall again. I should explore the dark area to the west.
ACTION: west","message:


language observation:
dark area near east and south
dark area very near southeast
stairs up very near west
dark area adjacent north and northeast
vertical wall adjacent southwest and northwest
tame little dog adjacent west

cursor:
Yourself a caveman
(x=21, y=16)

map:
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
           ---- -----                                                           
           |........|  ##                                                       
           |.......<d@##                                                        
           |........|####                                                       
           |.........#                                                          
           ----------                                                           
                                                                                
                                                                                
Agent the Troglodyte           St:18/02 Dx:16 Co:14 In:8 Wi:9 Ch:8 Lawful S:0   
Dlvl:1 $:0 HP:18(18) Pw:1(1) AC:8 Xp:1/0 T:10                                   

",0.0,False
13,east,"I should explore the dark area to the east to find more items and monsters.
ACTION: east","message:


language observation:
horizontal wall near southwest
stairs up near west
dark area very near northeast, east, southeast, and south
doorway very near southwest and west
dark area adjacent north and northwest
tame little dog adjacent southwest

cursor:
Yourself a caveman
(x=22, y=16)

map:
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
           ---- -----                                                           
           |........|  ##                                                       
           |.......<.#@#                                                        
           |........|d###                                                       
           |.........#                                                          
           ----------                                                           
                                                                                
                                                                                
Agent the Troglodyte           St:18/02 Dx:16 Co:14 In:8 Wi:9 Ch:8 Lawful S:0   
Dlvl:1 $:0 HP:18(18) Pw:1(1) AC:8 Xp:1/0 T:11                                   

",0.0,False
14,east,"I should explore the dark area to the east to find more items and monsters.
ACTION: east","message:


language observation:
southeast corner near southwest
stairs up near west
doorway near west
dark area very near north, northeast, southeast, and south
dark area adjacent east and northwest
tame little dog adjacent west

cursor:
Yourself a caveman
(x=23, y=16)

map:
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
           ---- -----                                                           
           |........|  ##                                                       
           |.......<.#d@                                                        
           |........|####                                                       
           |.........#                                                          
           ----------                                                           
                                                                                
                                                                                
Agent the Troglodyte           St:18/02 Dx:16 Co:14 In:8 Wi:9 Ch:8 Lawful S:0   
Dlvl:1 $:0 HP:18(18) Pw:1(1) AC:8 Xp:1/0 T:12                                   

",0.0,False
15,east,"I should explore the dark area to the east to find more items and monsters.
ACTION: east","message:
It's solid stone.

language observation:
southeast corner near southwest
stairs up near west
doorway near west
dark area very near north, northeast, southeast, and south
dark area adjacent east and northwest
tame little dog adjacent west

cursor:
Yourself a caveman
(x=23, y=16)

map:
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
           ---- -----                                                           
           |........|  ##                                                       
           |.......<.#d@                                                        
           |........|####                                                       
           |.........#                                                          
           ----------                                                           
                                                                                
                                                                                
Agent the Troglodyte           St:18/02 Dx:16 Co:14 In:8 Wi:9 Ch:8 Lawful S:0   
Dlvl:1 $:0 HP:18(18) Pw:1(1) AC:8 Xp:1/0 T:12                                   

",0.0,False
16,south,"I hit a wall. I should explore the dark area to the south to find more items and monsters.
ACTION: south","message:


language observation:
dark area near north
vertical wall near west
stairs up near westnorthwest
dark area very near east and northwest
tame little dog adjacent north
dark area adjacent northeast, southeast, south, and southwest

cursor:
Yourself a caveman
(x=23, y=17)

map:
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
           ---- -----                                                           
           |........|  ##                                                       
           |.......<.##d                                                        
           |........|##@#                                                       
           |.........#                                                          
           ----------                                                           
                                                                                
                                                                                
Agent the Troglodyte           St:18/02 Dx:16 Co:14 In:8 Wi:9 Ch:8 Lawful S:0   
Dlvl:1 $:0 HP:18(18) Pw:1(1) AC:8 Xp:1/0 T:13                                   

",0.0,False
17,south,"I should explore the dark area to the south to find more items and monsters.
ACTION: south","message:
It's solid stone.

language observation:
dark area near north
vertical wall near west
stairs up near westnorthwest
dark area very near east and northwest
tame little dog adjacent north
dark area adjacent northeast, southeast, south, and southwest

cursor:
Yourself a caveman
(x=23, y=17)

map:
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
           ---- -----                                                           
           |........|  ##                                                       
           |.......<.##d                                                        
           |........|##@#                                                       
           |.........#                                                          
           ----------                                                           
                                                                                
                                                                                
Agent the Troglodyte           St:18/02 Dx:16 Co:14 In:8 Wi:9 Ch:8 Lawful S:0   
Dlvl:1 $:0 HP:18(18) Pw:1(1) AC:8 Xp:1/0 T:13                                   

",0.0,False
18,west,"I hit a wall again. I should explore the dark area to the west to find more items and monsters.
ACTION: west","message:


language observation:
dark area near northeast and east
stairs up near westnorthwest
dark area very near north
southeast corner very near southwest
vertical wall very near west and northwest
tame little dog adjacent northeast
dark area adjacent southeast and south

cursor:
Yourself a caveman
(x=22, y=17)

map:
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
           ---- -----                                                           
           |........|  ##                                                       
           |.......<.##d                                                        
           |........|#@##                                                       
           |.........#                                                          
           ----------                                                           
                                                                                
                                                                                
Agent the Troglodyte           St:18/02 Dx:16 Co:14 In:8 Wi:9 Ch:8 Lawful S:0   
Dlvl:1 $:0 HP:18(18) Pw:1(1) AC:8 Xp:1/0 T:14                                   

",0.0,False
19,south,"I should explore the dark area to the south to find more items and monsters.
ACTION: south","message:
It's solid stone.

language observation:
dark area near northeast and east
stairs up near westnorthwest
dark area very near north
southeast corner very near southwest
vertical wall very near west and northwest
tame little dog adjacent northeast
dark area adjacent southeast and south

cursor:
Yourself a caveman
(x=22, y=17)

map:
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
           ---- -----                                                           
           |........|  ##                                                       
           |.......<.##d                                                        
           |........|#@##                                                       
           |.........#                                                          
           ----------                                                           
                                                                                
                                                                                
Agent the Troglodyte           St:18/02 Dx:16 Co:14 In:8 Wi:9 Ch:8 Lawful S:0   
Dlvl:1 $:0 HP:18(18) Pw:1(1) AC:8 Xp:1/0 T:14                                   

",0.0,False
