Step,Action,Reasoning,Observation,Reward,Done
10,north,"I keep hitting walls. I should explore the dark area to the north.
ACTION: north","message:


language observation:
horizontal wall near southwest
tame little dog near west
dark area very near northeast, east, southeast, and south
doorway very near southwest and west
dark area adjacent north and northwest

cursor:
Yourself a caveman
(x=22, y=16)

map:
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
           ---- -----                                                           
           |........|  ##                                                       
           |.......d.#@#                                                        
           |........|####                                                       
           |.........#                                                          
           ----------                                                           
                                                                                
                                                                                
Agent the Troglodyte           St:18/02 Dx:16 Co:14 In:8 Wi:9 Ch:8 Lawful S:0   
Dlvl:1 $:0 HP:18(18) Pw:1(1) AC:8 Xp:1/0 T:9                                    

",0.0,False
11,north,"I should explore the dark area to the north to find more items and stairs down.
ACTION: north","message:
It's solid stone.

language observation:
horizontal wall near southwest
tame little dog near west
dark area very near northeast, east, southeast, and south
doorway very near southwest and west
dark area adjacent north and northwest

cursor:
Yourself a caveman
(x=22, y=16)

map:
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
           ---- -----                                                           
           |........|  ##                                                       
           |.......d.#@#                                                        
           |........|####                                                       
           |.........#                                                          
           ----------                                                           
                                                                                
                                                                                
Agent the Troglodyte           St:18/02 Dx:16 Co:14 In:8 Wi:9 Ch:8 Lawful S:0   
Dlvl:1 $:0 HP:18(18) Pw:1(1) AC:8 Xp:1/0 T:9                                    

",0.0,False
12,north,"I should explore the dark area to the north to find more items and stairs down.
ACTION: north","message:
It's solid stone.

language observation:
horizontal wall near southwest
tame little dog near west
dark area very near northeast, east, southeast, and south
doorway very near southwest and west
dark area adjacent north and northwest

cursor:
Yourself a caveman
(x=22, y=16)

map:
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
           ---- -----                                                           
           |........|  ##                                                       
           |.......d.#@#                                                        
           |........|####                                                       
           |.........#                                                          
           ----------                                                           
                                                                                
                                                                                
Agent the Troglodyte           St:18/02 Dx:16 Co:14 In:8 Wi:9 Ch:8 Lawful S:0   
Dlvl:1 $:0 HP:18(18) Pw:1(1) AC:8 Xp:1/0 T:9                                    

",0.0,False
13,east,"I keep hitting the wall. I should explore the dark area to the east.
ACTION: east","message:


language observation:
southeast corner near southwest
stairs up near west
tame little dog near west
dark area very near north, northeast, southeast, and south
dark area adjacent east and northwest

cursor:
Yourself a caveman
(x=23, y=16)

map:
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
           ---- -----                                                           
           |........|  ##                                                       
           |.......<d##@                                                        
           |........|####                                                       
           |.........#                                                          
           ----------                                                           
                                                                                
                                                                                
Agent the Troglodyte           St:18/02 Dx:16 Co:14 In:8 Wi:9 Ch:8 Lawful S:0   
Dlvl:1 $:0 HP:18(18) Pw:1(1) AC:8 Xp:1/0 T:10                                   

",0.0,False
14,east,"I should explore the dark area to the east to find more items and stairs down.
ACTION: east","message:
It's solid stone.

language observation:
southeast corner near southwest
stairs up near west
tame little dog near west
dark area very near north, northeast, southeast, and south
dark area adjacent east and northwest

cursor:
Yourself a caveman
(x=23, y=16)

map:
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
           ---- -----                                                           
           |........|  ##                                                       
           |.......<d##@                                                        
           |........|####                                                       
           |.........#                                                          
           ----------                                                           
                                                                                
                                                                                
Agent the Troglodyte           St:18/02 Dx:16 Co:14 In:8 Wi:9 Ch:8 Lawful S:0   
Dlvl:1 $:0 HP:18(18) Pw:1(1) AC:8 Xp:1/0 T:10                                   

",0.0,False
15,south,"I keep hitting the wall. I should explore the dark area to the south.
ACTION: south","message:


language observation:
dark area near north
vertical wall near west
stairs up near westnorthwest
dark area very near east and northwest
dark area adjacent northeast, southeast, south, and southwest
tame little dog adjacent west

cursor:
Yourself a caveman
(x=23, y=17)

map:
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
           ---- -----                                                           
           |........|  ##                                                       
           |.......<.###                                                        
           |........|#d@#                                                       
           |.........#                                                          
           ----------                                                           
                                                                                
                                                                                
Agent the Troglodyte           St:18/02 Dx:16 Co:14 In:8 Wi:9 Ch:8 Lawful S:0   
Dlvl:1 $:0 HP:18(18) Pw:1(1) AC:8 Xp:1/0 T:11                                   

",0.0,False
16,south,"I should explore the dark area to the south to find more items and stairs down.
ACTION: south","message:
It's solid stone.

language observation:
dark area near north
vertical wall near west
stairs up near westnorthwest
dark area very near east and northwest
dark area adjacent northeast, southeast, south, and southwest
tame little dog adjacent west

cursor:
Yourself a caveman
(x=23, y=17)

map:
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
           ---- -----                                                           
           |........|  ##                                                       
           |.......<.###                                                        
           |........|#d@#                                                       
           |.........#                                                          
           ----------                                                           
                                                                                
                                                                                
Agent the Troglodyte           St:18/02 Dx:16 Co:14 In:8 Wi:9 Ch:8 Lawful S:0   
Dlvl:1 $:0 HP:18(18) Pw:1(1) AC:8 Xp:1/0 T:11                                   

",0.0,False
17,west,"I keep hitting the wall. I should explore the dark area to the west.
ACTION: west","message:
You swap places with Slasher.

language observation:
dark area near northeast and east
stairs up near westnorthwest
dark area very near north
southeast corner very near southwest
vertical wall very near west and northwest
tame little dog adjacent east
dark area adjacent southeast and south

cursor:
Yourself a caveman
(x=22, y=17)

map:
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
           ---- -----                                                           
           |........|  ##                                                       
           |.......<.###                                                        
           |........|#@d#                                                       
           |.........#                                                          
           ----------                                                           
                                                                                
                                                                                
Agent the Troglodyte           St:18/02 Dx:16 Co:14 In:8 Wi:9 Ch:8 Lawful S:0   
Dlvl:1 $:0 HP:18(18) Pw:1(1) AC:8 Xp:1/0 T:12                                   

",0.0,False
18,south,"I should explore the dark area to the south to find more items and stairs down.
ACTION: south","message:
It's solid stone.

language observation:
dark area near northeast and east
stairs up near westnorthwest
dark area very near north
southeast corner very near southwest
vertical wall very near west and northwest
tame little dog adjacent east
dark area adjacent southeast and south

cursor:
Yourself a caveman
(x=22, y=17)

map:
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
           ---- -----                                                           
           |........|  ##                                                       
           |.......<.###                                                        
           |........|#@d#                                                       
           |.........#                                                          
           ----------                                                           
                                                                                
                                                                                
Agent the Troglodyte           St:18/02 Dx:16 Co:14 In:8 Wi:9 Ch:8 Lawful S:0   
Dlvl:1 $:0 HP:18(18) Pw:1(1) AC:8 Xp:1/0 T:12                                   

",0.0,False
19,search,"I am surrounded by walls. I should search for secret doors.
ACTION: search","message:


language observation:
dark area near northeast and east
stairs up near westnorthwest
dark area very near north
southeast corner very near southwest
vertical wall very near west and northwest
tame little dog adjacent east
dark area adjacent southeast and south

cursor:
Yourself a caveman
(x=22, y=17)

map:
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
           ---- -----                                                           
           |........|  ##                                                       
           |.......<.###                                                        
           |........|#@d#                                                       
           |.........#                                                          
           ----------                                                           
                                                                                
                                                                                
Agent the Troglodyte           St:18/02 Dx:16 Co:14 In:8 Wi:9 Ch:8 Lawful S:0   
Dlvl:1 $:0 HP:18(18) Pw:1(1) AC:8 Xp:1/0 T:13                                   

",0.0,False
