Step,Action,Reasoning,Observation,Reward,Done
10,north,"I hit a wall again. I should explore in another direction, like north.
ACTION: north","message:


language observation:
horizontal wall near southwest
tame little dog near west
dark area very near northeast, east, southeast, and south
doorway very near southwest and west
dark area adjacent north and northwest

cursor:
Yourself a caveman
(x=22, y=16)

map:
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
           ---- -----                                                           
           |........|  ##                                                       
           |.......d.#@#                                                        
           |........|####                                                       
           |.........#                                                          
           ----------                                                           
                                                                                
                                                                                
Agent the Troglodyte           St:18/02 Dx:16 Co:14 In:8 Wi:9 Ch:8 Lawful S:0   
Dlvl:1 $:0 HP:18(18) Pw:1(1) AC:8 Xp:1/0 T:9                                    

",0.0,False
11,east,"I should explore the dark area to the east to find more items and stairs down.
ACTION: east","message:


language observation:
southeast corner near southwest
stairs up near west
tame little dog near west
dark area very near north, northeast, southeast, and south
dark area adjacent east and northwest

cursor:
Yourself a caveman
(x=23, y=16)

map:
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
           ---- -----                                                           
           |........|  ##                                                       
           |.......<d##@                                                        
           |........|####                                                       
           |.........#                                                          
           ----------                                                           
                                                                                
                                                                                
Agent the Troglodyte           St:18/02 Dx:16 Co:14 In:8 Wi:9 Ch:8 Lawful S:0   
Dlvl:1 $:0 HP:18(18) Pw:1(1) AC:8 Xp:1/0 T:10                                   

",0.0,False
12,east,"I should explore the dark area to the east to find more items and stairs down.
ACTION: east","message:
It's solid stone.

language observation:
southeast corner near southwest
stairs up near west
tame little dog near west
dark area very near north, northeast, southeast, and south
dark area adjacent east and northwest

cursor:
Yourself a caveman
(x=23, y=16)

map:
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
           ---- -----                                                           
           |........|  ##                                                       
           |.......<d##@                                                        
           |........|####                                                       
           |.........#                                                          
           ----------                                                           
                                                                                
                                                                                
Agent the Troglodyte           St:18/02 Dx:16 Co:14 In:8 Wi:9 Ch:8 Lawful S:0   
Dlvl:1 $:0 HP:18(18) Pw:1(1) AC:8 Xp:1/0 T:10                                   

",0.0,False
13,south,"I hit a wall again. I should explore in another direction, like south.
ACTION: south","message:


language observation:
dark area near north
vertical wall near west
stairs up near westnorthwest
dark area very near east and northwest
dark area adjacent northeast, southeast, south, and southwest
tame little dog adjacent west

cursor:
Yourself a caveman
(x=23, y=17)

map:
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
           ---- -----                                                           
           |........|  ##                                                       
           |.......<.###                                                        
           |........|#d@#                                                       
           |.........#                                                          
           ----------                                                           
                                                                                
                                                                                
Agent the Troglodyte           St:18/02 Dx:16 Co:14 In:8 Wi:9 Ch:8 Lawful S:0   
Dlvl:1 $:0 HP:18(18) Pw:1(1) AC:8 Xp:1/0 T:11                                   

",0.0,False
14,south,"I should explore the dark area to the south to find more items and stairs down.
ACTION: south","message:
It's solid stone.

language observation:
dark area near north
vertical wall near west
stairs up near westnorthwest
dark area very near east and northwest
dark area adjacent northeast, southeast, south, and southwest
tame little dog adjacent west

cursor:
Yourself a caveman
(x=23, y=17)

map:
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
           ---- -----                                                           
           |........|  ##                                                       
           |.......<.###                                                        
           |........|#d@#                                                       
           |.........#                                                          
           ----------                                                           
                                                                                
                                                                                
Agent the Troglodyte           St:18/02 Dx:16 Co:14 In:8 Wi:9 Ch:8 Lawful S:0   
Dlvl:1 $:0 HP:18(18) Pw:1(1) AC:8 Xp:1/0 T:11                                   

",0.0,False
15,east,"I hit a wall again. I should explore in another direction, like east.
ACTION: east","message:


language observation:
vertical wall near west
stairs up near westnorthwest
dark area very near northeast, east, and northwest
dark area adjacent north, southeast, south, and southwest
tame little dog adjacent northwest

cursor:
Yourself a caveman
(x=24, y=17)

map:
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
           ---- -----                                                           
           |........|  ##                                                       
           |.......<.##d #                                                      
           |........|###@#                                                      
           |.........#                                                          
           ----------                                                           
                                                                                
                                                                                
Agent the Troglodyte           St:18/02 Dx:16 Co:14 In:8 Wi:9 Ch:8 Lawful S:0   
Dlvl:1 $:0 HP:18(18) Pw:1(1) AC:8 Xp:1/0 T:12                                   

",0.0,False
16,east,"I should explore the dark area to the east to find more items and stairs down.
ACTION: east","message:


language observation:
stairs up far westnorthwest
vertical wall near west
dark area very near north
dark area adjacent northeast, east, southeast, south, southwest, and northwest
tame little dog adjacent west

cursor:
Yourself a caveman
(x=25, y=17)

map:
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
           ---- -----                                                           
           |........|  ##                                                       
           |.......<.### #                                                      
           |........|###d@                                                      
           |.........#                                                          
           ----------                                                           
                                                                                
                                                                                
Agent the Troglodyte           St:18/02 Dx:16 Co:14 In:8 Wi:9 Ch:8 Lawful S:0   
Dlvl:1 $:0 HP:18(18) Pw:1(1) AC:8 Xp:1/0 T:13                                   

",0.0,False
17,east,"I should explore the dark area to the east to find more items and stairs down.
ACTION: east","message:
It's solid stone.

language observation:
stairs up far westnorthwest
vertical wall near west
dark area very near north
dark area adjacent northeast, east, southeast, south, southwest, and northwest
tame little dog adjacent west

cursor:
Yourself a caveman
(x=25, y=17)

map:
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
           ---- -----                                                           
           |........|  ##                                                       
           |.......<.### #                                                      
           |........|###d@                                                      
           |.........#                                                          
           ----------                                                           
                                                                                
                                                                                
Agent the Troglodyte           St:18/02 Dx:16 Co:14 In:8 Wi:9 Ch:8 Lawful S:0   
Dlvl:1 $:0 HP:18(18) Pw:1(1) AC:8 Xp:1/0 T:13                                   

",0.0,False
18,north,"I hit a wall again. I should explore in another direction, like north.
ACTION: north","message:


language observation:
stairs up far west
dark area very near south, southwest, and northwest
dark area adjacent north, northeast, east, southeast, and west
tame little dog adjacent south

cursor:
Yourself a caveman
(x=25, y=16)

map:
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
           ---- -----                                                           
           |........|  ##                                                       
           |.......<.### @                                                      
           |........|####d                                                      
           |.........#                                                          
           ----------                                                           
                                                                                
                                                                                
Agent the Troglodyte           St:18/02 Dx:16 Co:14 In:8 Wi:9 Ch:8 Lawful S:0   
Dlvl:1 $:0 HP:18(18) Pw:1(1) AC:8 Xp:1/0 T:14                                   

",0.0,False
19,north,"I should explore the dark area to the north to find more items and stairs down.
ACTION: north","message:
It's solid stone.

language observation:
stairs up far west
dark area very near south, southwest, and northwest
dark area adjacent north, northeast, east, southeast, and west
tame little dog adjacent south

cursor:
Yourself a caveman
(x=25, y=16)

map:
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
           ---- -----                                                           
           |........|  ##                                                       
           |.......<.### @                                                      
           |........|####d                                                      
           |.........#                                                          
           ----------                                                           
                                                                                
                                                                                
Agent the Troglodyte           St:18/02 Dx:16 Co:14 In:8 Wi:9 Ch:8 Lawful S:0   
Dlvl:1 $:0 HP:18(18) Pw:1(1) AC:8 Xp:1/0 T:14                                   

",0.0,False
